avait	had	hatte	avait	tenido
accord	agreement	Vereinbarung	accord	acuerdo
vu	seen	gesehen	vu	visto
monde	world	Welt	monde	mundo
quelque	some	einige	quelque	algunos
fois	time	Zeit	fois	vez
aller	go	gehen	aller	ir
trop	too much	zu	trop	mucho
viens	come	nur	viens	justo
crois	think	denken	crois	pensar
dieu	God	Gott	dieu	dios
dois	have	haben	dois	tener
homme	man	Mann	homme	hombre
père	Father	Vater	père	padre
sûr	sure	sichern	sûr	sobre
aux	the	die	aux	la
leur	their	ihre	leur	su
avant	before	vor	avant	antes
étais	was	war	étais	era
besoin	need	brauchen	besoin	necesitar
femme	woman	Frau	femme	mujer
aime	love	wie	aime	como
personne	no one	Person	personne	persona
avais	had	hatte	avais	tenido
chez	in	bei	chez	en
vrai	true	real	vrai	verdadero
ans	years	Jahre	ans	años
mal	wrong	krank	mal	mal
ses	his	seine	ses	su
parler	speak	sprechen	parler	hablar
vos	your	Ihre	vos	su
après	after	nach	après	tras
mort	death	Tod	mort	muerte
veut	wants	will	veut	quiere
eu	had	hatte	eu	tenido
sera	will be	werden	sera	voluntad
bonne	good	gut	bonne	buena
parce	by	da	parce	porque
mieux	better	besser	mieux	mejor
petit	small	klein	petit	pequeño
voilà	here	hier	voilà	Vale
tes	your	deiner	tes	su
ca	it	ca	ca	California
dis	tell	sagen	dis	decir
beaucoup	a lot	viele	beaucoup	mucha
depuis	since	von	depuis	de
doit	must	muss	doit	necesario
vois	see	sehen	vois	ver
mère	mother	Mutter	mère	madre
vas	going	gehen	vas	ir
monsieur	gentleman	Gentleman	monsieur	señor
quel	what	was	quel	cual
déjà	already	bereits	déjà	ya
fille	girl	Mädchen	fille	chica
gens	people	Leute	gens	personas
donc	so	deshalb	donc	Entonces
jour	day	Tag	jour	día
soir	evening	Abend	soir	noche
autres	other	andere	autres	otro
ii	ii	ii	ii	ii
toute	all	alle	toute	toda
bonjour	Hello	Hallo	bonjour	¡Hola
ll	ll	ll	ll	ll
maison	House	Haus	maison	casa
nom	name	Name	nom	appellido
argent	money	Geld	argent	dinero
nos	our	unsere	nos	nuestro
ouais	yeah	ja	ouais	sí
pense	thought	denken	pense	pensar
merde	shit	Scheiße	merde	mierda
nuit	night	Nacht	nuit	noche
papa	dad	Papa	papa	papá
cela	this	es	cela	este
salut	Hello	Hallo	salut	Hola
cet	this	diese	cet	este
avons	have	haben	avons	tenemos
reste	rest	Rest	reste	resto
désolé	sorry	Entschuldigung	désolé	triste
maman	mom	Mama	maman	madre
peur	fear	Angst	peur	miedo
arrive	come	kommt	arrive	llega
seul	alone	nur	seul	solamente
vite	quick	schnell	vite	rápidamente
prendre	take	nehmen	prendre	tomar
regarde	look	aussehen	regarde	mira
air	air	Luft	air	aire
soit	is	ob	soit	si
trois	three	drei	trois	tres
quelle	what	was	quelle	qué
passé	past	Vergangenheit	passé	pasado
savoir	know	wissen	savoir	saber
plaît	please	bitte	plaît	por favor
choses	things	Dinge	choses	cosas
moins	less	weniger	moins	menos
fils	son	Sohn	fils	hijo
entre	enter	zwischen	entre	entre
bas	low	niedrig	bas	bajo
appelle	call	Anruf	appelle	se llama
passe	past	passieren	passe	pasar
ah	ha	ha	ah	ja
tête	head	Kopf	tête	cabeza
demain	tomorrow	morgen	demain	mañana
grand	great	groß	grand	gran
arrête	stopped	Anschläge	arrête	paradas
faites	make	machen	faites	Haz
voulez	want	wollen	voulez	desear
hé	Hey	Hallo	hé	¡eh
attends	hold on	erwarten	attends	esperar
hein	huh	huh	hein	eh
enfants	children	Kinder	enfants	niños
assez	enough	genug	assez	suficientemente
raison	reason	Grund	raison	razón
aurais	would have	würde	aurais	haría
voulais	wanted	wollte	voulais	deseado
elles	they	sie	elles	ellos
parle	spoken	spricht	parle	habla
ok	OK	ok	ok	bueno
jours	days	Tage	jours	días
dû	of	fällig	dû	debido
moment	moment	Zeit	moment	tiempo
heure	hour	Zeit	heure	tiempo
puis	then	dann	puis	después
gars	guys	Kerl	gars	tío
hommes	men	Männer	hommes	hombres
amour	love	liebe	amour	amor
tard	late	spät	tard	tarde
toutes	all	alle	toutes	todos
sommes	are	über	sommes	somos
tuer	kill	töten	tuer	matar
eh	eh	eh	eh	eh
ami	friend	Freund	ami	amigo
connais	know	wissen	connais	saber
petite	small	klein	petite	pequeña
aider	help	Hilfe	aider	ayuda
chance	luck	Chance	chance	oportunidad
savez	know	wissen	savez	saber
partir	go	verlassen	partir	dejar
sait	know	wissen	sait	saber
combien	how much	wie viel	combien	cuánto
voiture	car	Auto	voiture	carro
tant	so	so	tant	tan
pris	taken	genommen	pris	tomado
part	part	Teil	part	parte
problème	problem	Problem	problème	problema
prends	take	nehmen	prends	tomar
porte	door	Tür	porte	puerta
coup	stroke	Schlag	coup	golpe
serait	would be	würde	serait	haría
venir	come	kommen	venir	venir
hui	hui	hui	hui	hui
famille	family	Familie	famille	familia
travail	job	arbeiten	travail	laboral
pu	could	könnte	pu	podría
seule	alone	nur	seule	solo
sens	meaning	Bedeutung	sens	significado
ni	nor	weder noch	ni	o
allons	will	werden	allons	vamos
revoir	meet again	revidieren	revoir	revisar
idée	idea	Idee	idée	idea
putain	whore	Hure	putain	puta
passer	pass	passieren	passer	pasar
contre	against	gegen	contre	contra
comprends	understand	verstehen	comprends	entender
entendu	heard	gehört	entendu	oído
trouvé	find	gefunden	trouvé	fundar
trouver	find	finden	trouver	encontrar
vieux	old	alt	vieux	viejo
vient	goes	geht	vient	justo
pendant	while	für	pendant	durante
aurait	would have	würde	aurait	haría
quelques	a few	wenige	quelques	algunos
attention	Warning	Aufmerksamkeit	attention	atención
demande	request	Anwendung	demande	solicitud
chercher	look for	Suche	chercher	búsqueda
sous	under	unter	sous	bajo
voici	here is	hier ist	voici	aquí está
pourrait	could	könnte	pourrait	podría
sang	blood	Blut	sang	sangre
pouvez	can	können	pouvez	podeís
sortir	exit	Ausfahrt	sortir	salir
question	question	Frage	question	pregunta
histoire	history	Geschichte	histoire	historia
amis	friends	Freunde	amis	amigos
venez	come	nur	venez	justo
frère	brother	Bruder	frère	hermano
rester	stay	bleiben	rester	quedarse
fini	finished	fertig	fini	acabado
ville	city	Stadt	ville	ciudad
nouveau	new	neu	nouveau	nuevo
truc	thing	Sache	truc	cosa
tiens	like	wie	tiens	como
mois	month	Monat	mois	mes
eux	them	sie	eux	ellos
mec	guy	Kerl	mec	tío
yeux	eyes	Augen	yeux	ojos
laisse	leash	Leine	laisse	correa
super	Great	groß	super	Estupenda
belle	beautiful	Schöne	belle	bonita
longtemps	long time	lang	longtemps	mucho tiempo
police	police	Polizei	police	policía
eau	water	Wasser	eau	agua
heures	hours	Stunden	heures	horas
car	because	Auto	car	ya qué
importe	imported	Materie	importe	materia
cas	case	Fall	cas	caso
vont	will	werden	vont	voluntad
chaque	each	jeder	chaque	cada
terre	Earth	Erde	terre	tierra
place	square	Platz	place	sitio
tué	kill	schwenken	tué	montón
type	type	Typ	type	tipo
main	hand	Hand	main	mano
pardon	sorry	Vergebung	pardon	perdone
ensemble	together	zusammen	ensemble	junto
seulement	only	nur	seulement	solamente
guerre	war	Krieg	guerre	guerra
beau	beautiful	schön	beau	hermoso
vers	towards	zu	vers	a
Mme	Mrs	Frau	mme	ms
prie	pray	beten	prie	rezar
devant	in front of	Front	devant	delante
trouve	find	Funde	trouve	hallazgos
partie	part	Teil	partie	parte
suite	after	folgende	suite	Continuar
compris	including	einschließlich	compris	incluyendo
matin	morning	Morgen	matin	mañana
leurs	their	ihre	leurs	su
aucun	no	keine	aucun	no
arrivé	come	passiert	arrivé	sucedido
dessus	above	oben	dessus	por encima
chérie	sweetheart	liebe	chérie	Cariño
mettre	to put	setzen	mettre	poner
aide	help	Hilfe	aide	Ayuda
étaient	were	waren	étaient	eran
ie	ie	dh	ie	es decir,
perdu	lost	verloren	perdu	perdido
fin	end	Ende	fin	final
sois	am	bin	sois	soy
premier	first	zuerst	premier	primero
genre	kind	Art	genre	genero
aimerais	would like to	würde	aimerais	haría
droit	law	Recht	droit	derecho
donne	given	gibt	donne	da
attendez	Wait	warten	attendez	esperar
jeune	young	jung	jeune	joven
feu	fire	Feuer	feu	fuego
devrais	should	sollte	devrais	debería
enfant	child	Kind	enfant	niño
chambre	bedroom	Zimmer	chambre	habitación
gros	large	groß	gros	grande
côté	side	Seite	côté	lado
venu	came	kam	venu	vino
loin	far	weit	loin	lejos
laisser	let	verlassen	laisser	dejar
donner	give	geben	donner	dar
jouer	to play	spielen	jouer	Jugar
savais	knew	wusste	savais	sabía
compte	account	Konto	compte	cuenta
s	s	s	s	s
parlé	spoken	gesprochen	parlé	hablada
minutes	minutes	Minuten	minutes	acta
regardez	look	aussehen	regardez	mirar
train	train	Zug	train	tren
première	first	zuerst	première	primero
pouvoir	power	Macht	pouvoir	poder
aura	will have	Aura	aura	aura
mourir	die	sterben	mourir	morir
dernière	latest	neueste	dernière	última
donné	given	gegeben	donné	dado
ia	ia	ia	ia	Iowa
mari	husband	Mann	mari	marido
écoute	listening	hören	écoute	escucha
enfin	finally	schließlich	enfin	al final
devrait	should	sollte	devrait	debería
mis	placed	platziert	mis	colocado
film	movie	Film	film	película
aucune	any	keine	aucune	no
fort	fort	Fort	fort	fortaleza
façon	way	Weg	façon	manera
pays	country	Land	pays	país
prêt	ready	Darlehen	prêt	préstamo
madame	Mrs	Frau	madame	señora
femmes	women	Frauen	femmes	mujeres
affaire	case	Fall	affaire	asunto
pourrais	could	könnte	pourrais	podría
espère	hope	Hoffnung	espère	esperanza
parti	left	Party	parti	partido
h	h	h	h	h
boulot	job	Job	boulot	trabajo
endroit	in law	Platz	endroit	lugar
fou	crazy	verrückt	fou	loco
corps	body	Körper	corps	cuerpo
hier	yesterday	gestern	hier	ayer
dont	whose	deren	dont	cuyo
désolée	sorry	Entschuldigung	désolée	triste
grande	great	groß	grande	alto
point	point	Punkt	point	punto
cinq	five	fünf	cinq	cinco
dehors	outside	draussen	dehors	fuera
filles	girls	Mädchen	filles	niñas
cause	cause	Ursache	cause	causa
vivre	live	leben	vivre	vivir
près	near	schließen	près	Cerca
pensais	thought	Denken	pensais	pensamiento
garçon	boy	Junge	garçon	Chico
chef	boss	Führer	chef	líder
haut	top	Top	haut	top
capitaine	captain	Kapitän	capitaine	capitán
dirait	would say	Aussehen	dirait	miradas
bébé	baby	Baby	bébé	Bebé
celui	that	dass	celui	que
demandé	request	erforderlich	demandé	necesario
possible	possible	möglich	possible	posible
mains	hands	Hände	mains	manos
ainsi	so	so	ainsi	asi
quatre	four	vier	quatre	cuatro
nouvelle	new	Nachrichten	nouvelle	noticias
années	years	Jahre	années	años
plein	full	voll	plein	pleno
semaine	week	Woche	semaine	semana
dites	say	sagen	dites	decir
croire	believe	glauben	croire	creer
marche	market	gehen	marche	para caminar
tour	tower	Tour	tour	gira
école	school	Schule	école	escuela
manger	eat	essen	manger	comer
plutôt	rather	eher	plutôt	más bien
docteur	doctor	Arzt	docteur	médico doctor
ceux	those	diejenigen	ceux	aquellos
vérité	truth	Wahrheit	vérité	verdad
vue	view	Ansicht	vue	vista
arrêter	Stop	stoppen	arrêter	detener
essaie	try	versuchen	essaie	probar
envie	desire	Neid	envie	envidia
bientôt	soon	bald	bientôt	pronto
instant	moment	Moment	instant	momento
dernier	latest	letzte	dernier	pasado
affaires	business	Unternehmen	affaires	negocios
arriver	arrive	erhalten	arriver	obtener
demander	request	fragen	demander	pedir
meilleur	better	am besten	meilleur	mejor
font	make	machen	font	hacer
derrière	behind	hinter	derrière	destrás de
dollars	dollars	Dollar	dollars	dólares
presque	almost	fast	presque	casi
dr	dr	dr	dr	dr
tellement	so much	so	tellement	tan
tomber	fall	fallen	tomber	caerse
journée	day	Tag	journée	día
voulait	wanted to	wollte	voulait	deseado
appeler	call	Anruf	appeler	llamar
bureau	office	Büro	bureau	despacho
confiance	trust	Vertrauen	confiance	confianza
garde	keep	Haft	garde	custodia
attendre	expect	erwarten	attendre	esperar
numéro	number	Anzahl	numéro	número
serai	will	werden	serai	voluntad
dur	hard	hart	dur	duro
souviens	remember	merken	souviens	recordar
voyez	see	sehen	voyez	ver
cours	course	Kurs	cours	curso
bonsoir	Good evening	guten Abend	bonsoir	buenas noches
route	road	Straße	route	carretera
fera	will	werden	fera	voluntad
prend	take	nimmt	prend	toma
cul	donkey	Esel	cul	culo
abord	on board	zuerst	abord	primero
important	important	wichtig	important	importante
peine	sentence	Satz	peine	frase
croyais	thought	Denken	croyais	pensamiento
mot	word	Wort	mot	palabra
devez	must	muss	devez	necesario
suffit	enough	genug	suffit	suficiente
minute	minute	Minute	minute	minuto
ferme	closed	Firma	ferme	firme
ben	ben	ben	ben	ben
plaisir	pleasure	Vergnügen	plaisir	placer
chien	dog	Hund	chien	perro
jeu	game	Spiel	jeu	juego
seigneur	Lord	lord	seigneur	señor
messieurs	gentlemen	Herren	messieurs	caballeros
calme	calm	Ruhe	calme	calma
voudrais	would like	würde	voudrais	querria
heureux	happy	glücklich	heureux	feliz
prenez	take	nehmen	prenez	tomar
mariage	wedding	Hochzeit	mariage	boda
voit	sees	sieht	voit	ve
parents	parents	Eltern	parents	padres
lls	They	sie	lls	ellos
dedans	in	in	dedans	en
entrer	enter	eingeben	entrer	entrar
lit	bed	Bett	lit	cama
parfait	perfect	perfekt	parfait	perfecto
fous	crazy	verrückt	fous	loco
mlle	Ms	Frau	mlle	señorita
rentrer	return	Rückkehr	rentrer	volver
ait	has	hat	ait	tiene
musique	music	Musik	musique	música
arrêtez	stop	stoppen	arrêtez	detener
autant	as much	viel	autant	mucho
service	service	Service	service	servicio
reviens	come back	Rückkehr	reviens	retorno
ceci	this	diese	ceci	este
drôle	funny	lustig	drôle	divertido
attend	waits	voraussichtlich	attend	esperado
parfois	sometimes	manchmal	parfois	a veces
téléphone	phone	Telefon	téléphone	teléfono
retour	return	Rückkehr	retour	retorno
ira	will	werden	ira	voluntad
pauvre	poor	schlecht	pauvre	pobre
verre	glass	Glas	verre	cristal
général	general	General	général	general
new	new	neu	new	nuevo
six	six	sechs	six	seis
pensé	thought	Denken	pensé	pensamiento
impossible	impossible	unmöglich	impossible	imposible
fête	Party	Fest	fête	celebración
adore	love	liebe	adore	amor
coeur	heart	Herz	coeur	corazón
aimes	love	liebe	aimes	amor
ci	this	diese	ci	estos
ferai	will	werden	ferai	voluntad
président	President	Präsident	président	presidente
doute	doubt	Zweifel	doute	duda
facile	easy	leicht	facile	fácil
entends	hear	hören	entends	escuchar
payer	pay	zahlen	payer	pagar
appelé	called	namens	appelé	llamado
prison	jail	Gefängnis	prison	prisión
john	john	John	john	Juan
sors	go outside	ausgehen	sors	salir
café	coffee	Kaffee	café	café
vaut	worth	wert	vaut	valor
mauvais	bad	schlecht	mauvais	malo
chéri	Darling	Liebling	chéri	Querido
oublié	forget it	vergessen	oublié	olvidado
bras	arms	Arm	bras	brazo
gentil	nice	schön	gentil	simpatico
faute	fault	Fehler	faute	criticar
équipe	team	Team	équipe	equipo
exactement	exactly	genau	exactement	exactamente
cœur	heart	Herz	cœur	corazón
penser	think	denken	penser	pensar
changer	change	Veränderung	changer	cambiar
commence	begin	beginnt	commence	comienza
lieu	place	Platz	lieu	lugar
entendre	hear	hören	entendre	escuchar
roi	King	König	roi	rey
plan	plan	Plan	plan	plan
partout	all over	überall	partout	en todas partes
joue	play	Wange	joue	mejilla
cher	expensive	liebe	cher	querido
morts	dead	tot	morts	muerto
rendre	return	machen	rendre	hacer
écrit	written	geschrieben	écrit	escrito
travailler	to work	Arbeit	travailler	trabajar
malade	sick	krank	malade	enfermo
sinon	if not	andernfalls	sinon	de otra manera
génial	awesome	groß	génial	estupendo
regarder	watch	aussehen	regarder	mirar
veulent	want	wollen	veulent	desear
montrer	show	Show	montrer	mostrar
rentre	returns	Retouren	rentre	retornos
travaille	work	arbeiten	travaille	laboral
armée	army	Armee	armée	ejército
voulu	desired	beabsichtigt	voulu	deseado
cherche	looking	Suche	cherche	mira
état	state	Zustand	état	estado
boire	to drink	Getränk	boire	beber
sécurité	security	Sicherheit	sécurité	seguridad
dès	from	von	dès	unos o unas
esprit	mind	Geist	esprit	espíritu
année	year	Jahr	année	año
dix	ten	zehn	dix	diez
york	york	York	york	york
laissé	leash	links	laissé	izquierda
bois	wood	Holz	bois	madera
mets	dish	Gericht	mets	plato
propre	clean	eigen	propre	propio, limpio
soyez	are	sind	soyez	son
jack	jack	Jack	jack	gato
essayer	try	versuchen	essayer	probar
faisait	was	war	faisait	era
tôt	early	früh	tôt	temprano
surtout	mostly	meist	surtout	sobre todo
arme	armed	Waffe	arme	arma
t	t	t	t	t
rêve	dream	Traum	rêve	soñar
perdre	to lose	verlieren	perdre	perder
avis	notice	Bekanntmachung	avis	aviso
semble	seems	scheint	semble	parece
pire	worst	schlimmer	pire	peor
simple	simple	einfach	simple	sencillo
penses	think	denken	penses	pensar
parles	talk	Vortrag	parles	hablar
paix	peace	Frieden	paix	paz
livre	book	Buch	livre	libro
dormir	to sleep	Schlaf	dormir	dormir
voyons	see	sehen	voyons	ver
difficile	difficult	schwierig	difficile	difícil
retard	delay	Verzögerung	retard	retraso
allait	was going to	gehen	allait	ir
d	d	d	d	d
sujet	subject	Thema	sujet	sujeto
appris	learned	gelehrt	appris	aprendido
ensuite	then	dann	ensuite	a continuación
sauf	EXCEPT	außer	sauf	excepto
maître	master	Master	maître	maestro
morte	dead woman	tote	morte	muerta
noir	black	schwarz	noir	negro
or	gold	Gold	or	oro
dîner	having dinner	Abendessen	dîner	cena
choix	choice	Wahl	choix	elección
serais	would	würde	serais	haría
écoute	listening	hören	écoute	escucha
sale	dirty	schmutzig	sale	sucio
étiez	were	waren	étiez	eran
sûrement	surely	sicherlich	sûrement	seguramente
an	year	Jahr	an	año
ordre	order	bestellen	ordre	orden
souvent	often	oft	souvent	frecuencia
essayé	tried	versucht	essayé	intenta
peuvent	can	können	peuvent	pueden
visage	face	Gesicht	visage	cara
bout	end	Ende	bout	final
changé	exchange	geändert	changé	cambiado
sérieux	serious	ernst	sérieux	grave
inquiète	worry	Sorgen	inquiète	preocupaciones
âge	age	Alter	âge	edad
photo	Photo	Foto	photo	foto
rue	street	Straße	rue	calle
tirer	shoot	schießen	tirer	disparar
comprendre	understand	verstehen	comprendre	entender
face	face	Gesicht	face	cara
semaines	weeks	Wochen	semaines	semanas
marché	market	Markt	marché	mercado
questions	Questions	Fragen	questions	cuestiones
honneur	honor	Ehre	honneur	honor
ciel	sky	Himmel	ciel	cielo
allé	go	weg	allé	ido
garder	keep	halten	garder	mantener
chemin	path	Weg	chemin	camino
grave	serious	ernst	grave	grave
gauche	left	links	gauche	izquierda
petits	small	klein	petits	pequeño
courant	current	Strom	courant	actual
amie	friend	Freundin	amie	amiga
nouvelles	new	Nachrichten	nouvelles	noticias
avion	plane	Flugzeug	avion	avión
con	cunt	Möse	con	coño
content	happy	Inhalt	content	contenido
force	strength	Stärke	force	fuerza
millions	millions	Millionen	millions	millones
oublie	forget it	vergisst	oublie	olvida
devoir	duty	Pflicht	devoir	tener que
prochaine	next	nächste	prochaine	siguiente
prix	price	Preis	prix	precio
propos	About	über	propos	acerca de
bateau	boat	Boot	bateau	barco
bouge	moves	bewegt	bouge	mueve
voix	voice	Stimme	voix	voz
rouge	red	rot	rouge	rojo
restez	stay	Aufenthalt	restez	quedarse
celle	that	dass	celle	que
pouvais	could	könnte	pouvais	podría
personnes	people	Leute	personnes	personas
ferais	would	würde	ferais	haría
début	beginning	Anfang	début	principio
espèce	species	Spezies	espèce	especies
gueule	mouth	Mund	gueule	boca
acheter	buy	kaufen	acheter	comprar
continue	keep on going	weiter	continue	continúa
sort	fate	Schicksal	sort	destino
faim	hunger	Hunger	faim	hambre
long	long	lang	long	largo
voyage	trip	Reise	voyage	viajes
message	message	Nachricht	message	mensaje
sorte	kind	Art	sorte	especie
reçu	received	erhalten	reçu	recibido
bienvenue	welcome	willkommen	bienvenue	Bienvenidos
idiot	idiot	Idiot	idiot	idiota
certains	some	einige	certains	algunos
hôpital	hospital	Krankenhaus	hôpital	hospital
promis	promised	versprochen	promis	prometido
devenir	to become	werden	devenir	convertirse en
ouvre	opens	öffnet	ouvre	abre
grâce	grace	Gnade	grâce	gracia
sûre	safe	Safe	sûre	seguro
problèmes	problems	Schwierigkeiten	problèmes	dificultades
armes	arms	Waffen	armes	armas
trucs	stuff	Sachen	trucs	cosas
camp	camp	Lager	camp	campamento
allais	going	gehen	allais	ir
occupe	occupied	Angebote	occupe	ofertas
devait	was	war	devait	era
manque	lack	Mangel	manque	falta
connaissez	know	wissen	connaissez	saber
thé	tea	Tee	thé	té
avaient	had	hatte	avaient	tenido
cheveux	hair	Haar	cheveux	pelo
soleil	Sun	Sonne	soleil	sol
salle	room	Halle	salle	sala
gagner	to win	Sieg	gagner	ganar
laissez	leave	verlassen	laissez	dejar
erreur	error	Fehler	erreur	error
cru	vintage	Jahrgang	cru	vendimia
pars	leave	verlassen	pars	dejar
bizarre	weird	seltsam	bizarre	extraño
croyez	believe	denken	croyez	pensar
sac	bag	Tasche	sac	bolsa
hôtel	hotel	Hotel	hôtel	hotel
oncle	uncle	Onkel	oncle	tío
pièce	piece	Stück	pièce	pieza
pouvait	could	könnte	pouvait	podría
fond	background	Hintergrund	fond	fondo
soirée	evening	Abend	soirée	noche
secret	secret	Geheimnis	secret	secreto
patron	boss	Chef	patron	jefe
rapport	report	Bericht	rapport	respecto
apprendre	learn	lernen	apprendre	aprender
commencé	begin	gestartet	commencé	comenzado
sauver	to save	speichern	sauver	guardar
seconde	second	zweite	seconde	la segunda
pensez	think	denken	pensez	pensar
allô	Hello	Hallo	allô	¡Hola
ailleurs	elsewhere	anderswo	ailleurs	en otra parte
agent	agent	Mittel	agent	agente
froid	cold	kalt	froid	frío
seras	shalt	sollst	seras	serás
pied	foot	Fuß	pied	pie
jolie	pretty one	hübsch	jolie	linda
revenir	come back	Rückkehr	revenir	retorno
scène	scene	Szene	scène	escena
pieds	feet	Füße	pieds	pies
n	not	n	n	n
devons	must	muss	devons	necesario
groupe	group	Gruppe	groupe	grupo
carte	map	Karte	carte	mapa
aurai	have	haben	aurai	tener
effet	effect	Wirkung	effet	efecto
neuf	new	neu	neuf	nuevo
fallait	needed	erforderlich	fallait	necesario
monte	mounted	Reiten	monte	equitación
battre	beat	schlagen	battre	batir
noël	Christmas	Weihnachten	noël	Navidad
venue	arrival	Ankunft	venue	llegada
mots	words	Text	mots	palabras
tire	drawn	Triebe	tire	brotes
droite	right	Recht	droite	derecha
libre	free	kostenlos	libre	Libre
soeur	sister	Schwester	soeur	hermana
situation	situation	Situation	situation	situación
seront	will	werden	seront	voluntad
faux	false	falsch	faux	falso
bordel	whorehouse	Puff	bordel	burdel
foutre	fuck	Fick	foutre	joder
lumière	light	Licht	lumière	luz
euh	uh	uh	euh	uh
incroyable	unbelievable	unglaublich	incroyable	increíble
tue	kill	töten	tue	matar
joli	pretty	hübsch	joli	bastante
connaît	knows	weiß	connaît	sabe
debout	standing	Stehen	debout	de pie
colonel	colonel	Oberst	colonel	coronel
cheval	horse	Pferd	cheval	caballo
écoutez	listen	hören	écoutez	escuche
george	george	george	george	George
joe	joe	joe	joe	Joe
vieille	old	alte	vieille	vieja
entrez	Come in	eingeben	entrez	entrar
intérieur	inside	innen	intérieur	dentro
coin	corner	Ecke	coin	esquina
auras	auras	Auren	auras	auras
gagné	won	Won	gagné	won
fric	money	Geld	fric	dinero
loi	law	Gesetz	loi	ley
absolument	absolutely	absolut	absolument	absolutamente
dame	lady	Dame	dame	dama
cool	cool	cool	cool	fresco
magnifique	magnificent	ausgezeichnet	magnifique	magnífico
dos	back	zurück	dos	espalda
occuper	to occupy	besetzen	occuper	ocupar
présent	present	vorhanden	présent	presente
retrouver	find	finden	retrouver	encontrar
réussi	successful	erfolgreich	réussi	exitoso
frank	frank	frank	frank	franco
rencontrer	meet	treffen	rencontrer	encontrar
aviez	had	hatte	aviez	tenido
meilleure	best	am besten	meilleure	mejor
âme	soul	Seele	âme	alma
prêts	loans	Darlehen	prêts	préstamos
doucement	slowly	sanft	doucement	suavemente
table	table	Tabelle	table	mesa
lettre	letter	Schreiben	lettre	carta
rappelle	remember	Rückrufe	rappelle	retiros
sam	sat	sam	sam	sam
fut	was	war	fut	era
risque	risk	Risiko	risque	riesgo
ordres	orders	Aufträge	ordres	pedidos
appel	call	Anruf	appel	llamada
commencer	to start	Start	commencer	empezar
terminé	completed	fertig	terminé	Terminado
agit	These	diese	agit	estos
blanc	White	weiß	blanc	blanco, Blanca
