вдруг	all of a sudden	plötzlich	tout à coup	de repente
над	above	über	sur	por encima
взять	take	nehmen	prendre	tomar
никто	no one	niemand	nul	nadie
сделать	make	machen	faire	hacer
дверь	Door	Tür	porte	puerta
перед	before	vor	avant	antes
нужный	needed	erforderlich	nécessaire	necesario
понимать	understand	verstehen	comprendre	entender
казаться	seem	klingen	son	sonar
работа	job	Arbeit	travail	trabajo
три	three	drei	trois	tres
ваш	your	Ihre	votre	su
уж	really	wirklich	vraiment	realmente
земля	Earth	Erde	terre	tierra
конец	end	Ende	fin	final
несколько	several	mehrere	plusieurs	varios
час	hour	Stunde	heure	hora
голос	vote	Stimme	voix	voz
город	city	Stadt	ville	ciudad
последний	last	letzte	dernier	pasado
пока	till	Tschüss	tandis que	mientras
хорошо	OK	gut	bon	bueno
давать	give	geben	donner	dar
вода	water	Wasser	eau	agua
более	more	mehr	plus	más
хотя	although	obwohl	bien que	aunque
всегда	always	immer	toujours	siempre
второй	second	zweite	deuxième	segundo
куда	where	wo	où	donde
пойти	go	gehen	aller	ir
стол	table	Tisch	table	mesa
ребенок	child	Baby	bébé	bebé
увидеть	see	sehen	voir	ver
сила	force	Macht	puissance	poder
отец	father	Vater	père	padre
женщина	female	Frau	femme	mujer
машина	a car	Auto	voiture	coche
случай	happening	Fall	cas	caso
ночь	night	Nacht	nuit	noche
сразу	at once	auf einmal	immédiatement	de una vez
мир	peace	Welt	monde	mundo
совсем	all	alle	tous	todos
остаться	stay	Aufenthalt	séjour	quedarse
об	about	über	sur	acerca de
вид	view	Ansicht	vue	vista
выйти	go out	Ausfahrt	sortie	salida
дать	give	geben	pour donner	para dar
работать	work	Arbeit	travail	trabajo
любить	be in love	liebe	amour	amor
старый	old	alt	vieux	viejo
почти	nearly	fast	presque	casi
ряд	row	Reihe	rangée	fila
оказаться	prove	beweisen	prouver	demostrar
начало	Start	Anfang	début	principio
твой	is yours	Ihre	votre	su
вопрос	question	Frage	question	pregunta
много	a lot of	viel	beaucoup	muchos
война	war	Krieg	guerre	guerra
снова	again	wieder	de nouveau	de nuevo
ответить	reply	Antwort	réponse	respuesta
между	between	zwischen	entre	entre
подумать	think	denken	penser	pensar
опять	again	wieder	de nouveau	de nuevo
белый	white	weiß	blanc	blanco
деньги	money	Geld	argent	dinero
значить	to mean	bedeuten	signifier	significar
про	about	über	sur	acerca de
лишь	only	nur	seulement	solamente
минута	minute	Minute	minute	minuto
жена	wife	Ehefrau	femme	esposa
посмотреть	look	aussehen	regarder	mirar
правда	true	Wahrheit	vérité	verdad
главный	main	Kopf	tête	cabeza
страна	a country	Land	pays	país
свет	shine	Licht	lumière	luz
ждать	wait	warten	attendre	esperar
мать	mother	Mutter	mère	madre
будто	allegedly	angeblich	prétendument	pretendidamente
никогда	never	nie	jamais	Nunca
товарищ	friend	Freund	ami	amigo
дорога	road	Straße	route	carretera
однако	but	jedoch	cependant	sin embargo
лежать	lie	Lüge	mensonge	mentira
именно	exactly	nämlich	à savoir	a saber
окно	window	Fenster	fenêtre	ventana
никакой	no	keine	aucun	no
найти	to find	finden	trouver	encontrar
писать	write	schreiben	écrire	escribir
комната	room	Zimmer	chambre	habitación
Москва	Moscow	Moskau	Moscou	Moscú
часть	part	Teil	partie	parte
вообще	at all	allgemein	généralement	en general
книга	book	Buch	livre	libro
маленький	little	klein	petit	pequeño
улица	Street	Straße	rue	calle
решить	decide	lösen	résoudre	resolver
далеко	long away	weit	loin	lejos
душа	soul	Seele	âme	alma
чуть	slightly	leicht	légèrement	ligeramente
вернуться	return	Rückkehr	retour	retorno
утро	morning	Morgen	matin	mañana
некоторый	some	einige	quelques-uns	algunos
считать	consider	betrachten	envisager	considerar
сколько	how	wie viel	combien	cuánto
помнить	remember	merken	se souvenir	recordar
вечер	evening	Abend	soirée	noche
пол	floor	Boden	étage	piso
таки	nevertheless	so und	cependant	sin embargo
получить	get	erhalten	obtenir	obtener
народ	people	Leute	personnes	personas
плечо	shoulder	Schulter	épaule	hombro
хоть	though	obwohl	bien que	aunque
сегодня	Today	heute	aujourd'hui	hoy
бог	God	Gott	dieu	dios
вместе	together	zusammen	ensemble	junto
взгляд	sight	Ansicht	vue	vista
ходить	walk	gehen	marcher	caminar
зачем	what for	warum	pourquoi	¿por qué
советский	Soviet	sowjetisch	soviétique	soviético
русский	Russian	Russisch	russe	ruso
бывать	visit	Besuch	visite	visita
полный	full	voll	complet	completo
прийти	to come	kommen	à venir	venir
палец	finger	Finger	doigt	dedo
Россия	Russia	Russland	Russie	Rusia
любой	any	jeder	tout	cualquier
история	history	Geschichte	histoire	historia
наконец	finally	schließlich	enfin	por último
мысль	think	Denken	pensée	pensamiento
узнать	discover	erfahren	découvrir	averiguar
назад	ago	zurück	il y a	hace
общий	overall	insgesamt	global	total
заметить	observe	beobachten	observer	observar
словно	like	wie	comme	como
прошлый	last	letzte	dernier	pasado
уйти	escape	Flucht	évasion	fuga
известный	famous	bekannt	connu	conocido
давно	long	lang	long	largo
слышать	hear	hören	entendre	escuchar
слушать	listen	hören	écouter	escuchar
бояться	fear	Angst	peur	miedo
сын	a son	Sohn	fils	hijo
нельзя	must not	muss nicht	ne doit pas	no debe
прямо	straight	Recht	droit	derecho
долго	long	lang	long	largo
быстрыйбыстро	bystryybystro	bystryybystro	bystryybystro	bystryybystro
лес	forest	Holz	bois	madera
похожий	similar	wie	comme	como
пора	it is time	es ist Zeit,	il est temps	es el momento
пять	five	fünf	cinq	cinco
глядеть	look	aussehen	regarder	mirar
оно	it	es	il	lo
сесть	take	nehmen	prendre	tomar
имя	name	Name	nom	nombre
ж	Well	gut	bien	bien
разговор	conversation	Unterhaltung	conversation	conversación
тело	body	Körper	corps	cuerpo
молодой	young	jung	jeune	joven
стена	wall	Wand	mur	pared
красный	red	rot	rouge	rojo
читать	to read	lesen	lire	leer
право	right	Recht	droit	derecho
старик	old man	alte	vieil homme	anciano
ранний	early	früh	tôt	temprano
хотеться	want	wollen	vouloir	desear
мама	Mama	Mama	mère	madre
оставаться	stay	Aufenthalt	séjour	quedarse
высоко	high	hoch	très	muy
путь	way	Weg	chemin	camino
поэтому	so	deshalb	donc	por lo tanto
совершенно	completely	vollständig	complètement	completamente
кроме	Besides	außer	sauf	excepto
тысяча	one thousand	tausend	mille	mil
месяц	month	Monat	mois	mes
брать	take	nehmen	prendre	tomar
написать	write	schreiben	écrire	escribir
целый	all	alle	tous	todos
огромный	huge	groß	grand	gran
начинать	start off	Start	début	comienzo
спина	back	zurück	dos	espalda
настоящий	present	real	réel	real
пусть	let	lassen	laisser	dejar
язык	language	Sprache	langue	idioma
точно	exactly	genau	exactement	exactamente
среди	among	unter	parmi	entre
чувствовать	feel	fühlen	sentir	sentir
сердце	a heart	Herz	cœur	corazón
вести	lead	führen	conduire	conducir
иногда	sometimes	manchmal	parfois	a veces
мальчик	boy	Junge	garçon	chico
успеть	in time	rechtzeitig	dans le temps	a tiempo
небо	sky	Himmel	ciel	cielo
живой	alive	lebendig	animé	animado
смерть	death	Tod	mort	muerte
продолжать	continue	fortsetzen	continuer	continuar
девушка	girl	Mädchen	fille	chica
образ	form	Bild	image	imagen
ко	to	zu	à	a
забыть	to forget	zu vergessen	d'oublier	olvidar
вокруг	around	um	autour	alrededor
письмо	letter	Schreiben	lettre	carta
власть	power	Macht	puissance	poder
черный	the black	schwarz	noir	negro
пройти	pass the	passieren	passer	pasar
появиться	to appear	erscheinen	apparaître	aparecer
воздух	air	Luft	air	aire
разный	different	unterschiedlich	différent	diferente
выходить	go out	ausgehen	sortir	salir
просить	ask	fragen	demander	preguntar
брат	brother	Bruder	frère	hermano
собственный	own	eigen	propre	propio
отношение	attitude	Haltung	attitude	actitud
затем	then	dann	puis	entonces
пытаться	try	versuchen	essayer	probar
показать	show	zeigen	show	espectáculo
вспомнить	remember	merken	se souvenir	recordar
система	system	System	système	sistema
четыре	four	vier	quatre	cuatro
квартира	apartment	Wohnung	appartement	apartamento
держать	Keep	halten	garder	mantener
также	also	auch	aussi	también
любовь	love	liebe	amour	amor
солдат	soldier	Soldat	soldat	soldado
откуда	from whence	von wo	d'où	de donde
чтоб	to	zu	à	a
называть	call	Anruf	appel	llamada
третий	the third	dritte	troisième	tercera
хозяин	master	Gastgeber	hôte	anfitrión
вроде	like	wie	comme	como
уходить	leave	verlassen	laisser	dejar
подойти	come up	aufkommen	venir	subir
поднять	pick up	abholen	ramasser	recoger
особенно	special	besonders	notamment	especialmente
спрашивать	ask	fragen	demander	preguntar
начальник	Chief	Kopf	tête	cabeza
оба	both	beide	les deux	ambos
бросить	throw	werfen	jeter	tirar
школа	school	Schule	école	escuela
парень	guy	Kerl	gars	tío
кровь	blood	Blut	sang	sangre
двадцать	twenty	zwanzig	vingt	veinte
солнце	the sun	Sonne	soleil	sol
неделя	a week	Woche	semaine	semana
послать	send	senden	envoyer	para enviar
находиться	be	sein	être	ser
ребята	guys	Kinder	enfants	niños
поставить	put	setzen	mettre	poner
встать	up	nach oben	en haut	hasta
например	eg	beispielsweise	par exemple	por ejemplo
шаг	step	Schritt	étape	paso
мужчина	Man	Mann	homme	hombre
равно	equally	ist	est	es
нос	nose	Nase	nez	nariz
мало	few	wenige	peu	pocos
внимание	Attention	Aufmerksamkeit	attention	atención
капитан	captain	Kapitän	capitaine	capitán
ухо	an ear	Ohr	oreille	oreja
туда	there	da	là	hay
сюда	here	hier	ici	aquí
играть	play	spielen	jouer	jugar
следовать	to follow	folgen	suivre	seguir
рассказать	tell	sagen	dire	decir
великий	great	groß	grand	gran
действительно	really	wirklich	vraiment	realmente
слишком	too	zu	trop	demasiado
тяжёлый	heavy	schwer	lourd	pesado
спать	sleep	Schlafen	sommeil	sueño
оставить	retain	behalten	conserver	conservar
войти	to come in	eingeben	entrer	entrar
длинный	a long	lang	long	largo
чувство	feeling	Gefühl	sentiment	sentimiento
молчать	to be silent	zu schweigen	de se taire	estar en silencio
рассказывать	narrate	sagen	dire	decir
отвечать	answer	Antwort	réponse	respuesta
становиться	become	wachsen	grandir	crecer
остановиться	stay	Aufenthalt	séjour	quedarse
берег	Coast	Ufer	rivage	orilla
семья	a family	Familie	famille	familia
искать	search	Suche	recherche	búsqueda
генерал	Gen.	Gen.	Gen.	Gen.
момент	moment	Zeit	temps	tiempo
десять	ten	zehn	dix	diez
начать	to begin	beginnen	commencer	empezar
следующий	following	folgende	suivant	siguiente
личный	private	persönlich	personnel	personal
труд	work	Arbeit	travail	laboral
верить	believe	Vertrauen	confiance	confianza
группа	Group	Gruppe	groupe	grupo
немного	Little	leicht	légèrement	ligeramente
впрочем	however	jedoch	cependant	sin embargo
видно	it is seen	offensichtlich	évidemment	evidentemente
являться	appear	erscheinen	apparaître	aparecer
муж	husband	Mann	mari	marido
разве	really	wirklich	vraiment	realmente
движение	motion	Bewegung	mouvement	movimiento
порядок	order	bestellen	ordre	orden
ответ	answer	Antwort	réponse	respuesta
тихо	quiet	ruhig	tranquillement	silenciosamente
знакомый	friend	Freund	ami	amigo
газета	newspaper	Zeitung	journal	periódico
помощь	help	Hilfe	aider	ayudar
сильный	strong	stark	fort	fuerte
скорый	speedy	schnell	rapide	veloz
собака	dog	Hund	chien	perro
дерево	tree	Holz	bois	madera
снег	snow	Schnee	neige	nieve
сон	sleep	Traum	rêver	soñar
смысл	meaning	Bedeutung	sens	significado
смочь	be able to	Lage,	pouvoir	poder
против	against	gegen	contre	contra
бежать	run	Lauf	course	corrida
двор	court	Gericht	tribunal	tribunal
форма	the form	Form	forme	forma
простой	plain	einfach	simple	sencillo
приехать	come	kommen	venir	venir
иной	other	andere	autre	otro
кричать	shout	Schrei	cri	grito
возможность	opportunity	Gelegenheit	occasion	oportunidad
общество	society	Gesellschaft	société	sociedad
зелёный	green	grün	vert	verde
грудь	chest	Brust	sein	pecho
угол	angle	Winkel	angle	ángulo
открыть	open	offen	ouvert	abierto
происходить	take place	auftreten	se produire	ocurrir
ладно	okay	in Ordnung	d'accord	bien
черный	the black	schwarz	noir	negro
век	century	Jahrhundert	siècle	siglo
карман	pocket	Tasche	poche	bolsillo
ехать	go	fahren	aller	ir
немец	German	Deutsch	allemand	alemán
наверное	probably	sicherlich	sûrement	seguramente
губа	lip	Lippe	lèvre	labio
дядя	uncle	Onkel	oncle	tío
приходить	come	kommen	venir	venir
часто	often	oft	souvent	a menudo
домой	home	Zuhause	maison	casa
огонь	Fire	Feuer	feu	fuego
писатель	writer	Schriftsteller	écrivain	escritor
армия	army	Armee	armée	ejército
состояние	state	Zustand	condition	condición
зуб	tooth	Zahn	dent	diente
очередь	queue	Wende	tour	turno
кой	Coy	verschämt	timide	tímido
подняться	up	nach oben	en haut	hasta
камень	a rock	Stein	pierre	piedra
гость	a guest	Gast	invité	invitado
показаться	sound	klingen	son	sonar
ветер	wind	Wind	vent	viento
собираться	collect	sammeln	recueillir	reunir
попасть	get	erhalten	obtenir	obtener
принять	to accept	adoptieren	adopter	adoptar
сначала	at first	zuerst	première	primero
либо	or	oder	ou	o
поехать	go	fahren	aller	ir
услышать	hear	hören	entendre	escuchar
уметь	be able to	Lage,	pouvoir	poder
случиться	happen	passieren	arriver	suceder
странный	strange	seltsam	étrange	extraño
единственный	only	nur	seulement	solamente
рота	company	Unternehmen	société	empresa
закон	law	Gesetz	loi	ley
коротко	short	kurz	court	corto
море	sea	Meer	mer	mar
добрый	kind	gut	bon	bueno
темный	dark	dunkel	sombre	oscuro
гора	mountain	berg	montagne	montaña
врач	doctor	Arzt	médecin	médico
край	edge	Rand	bord	borde
стараться	try	versuchen	essayer	probar
лучший	best	am besten	meilleur	mejor
река	river	Fluss	rivière	río
военный	military	Militär	militaire	militar
мера	measure	messen	mesurer	medir
страшный	terrible	ängstlich	craintif	temeroso
вполне	well	gut	bien	bien
звать	call for	Anruf	appel	llamada
произойти	occur	auftreten	se produire	ocurrir
вперед	forward	vorwärts	avant	adelante
медленно	slow	langsam	lentement	despacio
возле	near	in der Nähe von	près de	cerca
никак	in no way	in keiner Weise	pas du tout	de ninguna manera
заниматься	do	tun	faire	hacer
действие	act	Wirkung	effet	efecto
довольно	pretty	hübsch	assez	bastante
вещь	thing	Sache	chose	cosa
необходимый	necessary	erforderlich	nécessaire	necesario
ход	course	Kurs	cours	curso
боль	pain	Schmerz	douleur	dolor
судьба	fate	Schicksal	sort	destino
причина	cause	Grund	raison	razón
положить	put	setzen	mettre	poner
едва	barely	kaum	à peine	apenas
черта	feature	Feature	caractéristique	característica
девочка	girl	Mädchen	fille	chica
легко	easily	leicht	facile	fácil
волос	hair	Haar	cheveux	pelo
купить	buy	kaufen	acheter	comprar
номер	number	Anzahl	nombre	número
основной	main	primär	primaire	primario
широкий	wide	breit	large	ancho
умереть	die	sterben	mourir	morir
плохо	badly	schlecht	pauvrement	mal
глава	chapter	Kopf	tête	cabeza
красивый	beautiful	schön	beau	hermoso
серый	gray	grau	gris	gris
пить	drink	Getränk	boisson	bebida
командир	commander	Kommandant	commandant	comandante
обычно	usually	gewöhnlich	habituellement	en general
партия	the consignment	Party	partie	partido
проблема	problem	Problem	problème	problema
страх	fear	Angst	peur	miedo
проходить	pass	passieren	passer	pasar
ясно	clear	klar	clair	claro
снять	shoot	schießen	tirer	disparar
бумага	paper	Papier	papier	papel
герой	hero	Held	héros	héroe
пара	couple	Paar	couple	pareja
государство	state	Zustand	état	estado
деревня	village	Dorf	village	pueblo
речь	speech	Rede	discours	discurso
начаться	to begin	beginnen	pour commencer	para comenzar
средство	means	Mittel	moyens	medio
положение	position	Bereitstellung	disposition	provisión
связь	communication	Kommunikation	communication	comunicación
скоро	soon	bald	bientôt	pronto
небольшой	small	klein	petit	pequeño
представлять	represent	vertreten	représenter	representar
завтра	tomorrow	morgen	demain	mañana
объяснить	explained	erklärt	expliqué	explicado
пустой	empty	nichtig	nul	nulo
произнести	Pronounce	aussprechen	prononcer	pronunciar
человеческий	human	Mensch	humain	humano
нравиться	like	wie	comme	como
однажды	one day	einmal	une fois	una vez
мимо	by	von	par	por
иначе	otherwise	andernfalls	autrement	de otra manera
существовать	exist	existieren	exister	existir
класс	class	Klasse	classe	clase
удаться	work out	trainieren	élaborer	elaborar
толстый	fat	dick	épais	grueso
цель	target	Ziel	cible	objetivo
сквозь	through	durch	par	a través de
прийтись	to come	kommen	à venir	venir
чистый	clean	sauber	propre	limpio
знать	know	wissen	savoir	saber
прежний	former	früher	précédent	anterior
профессор	Professor	Professor	professeur	profesor
господин	Mr.	Herr	M.	Sr.
счастье	happiness	Glück	bonheur	felicidad
худой	thin	dünn	mince	delgado
дух	spirit	Geist	esprit	espíritu
план	plan	Plan	plan	plan
чужой	foreign	fremd	étranger	extranjero
зал	Hall	Halle	hall	sala
представить	imagine	einreichen	soumettre	presentar
особый	special	besondere	spécial	especial
директор	director	Regisseur	directeur	director
бывший	former	früher	ancien	ex
память	memory	Speicher	mémoire	memoria
близкий	close	schließen	fermer	cerca
сей	this	diese	cette	este
результат	result	Ergebnis	résultat	resultado
больной	sick	krank	malade	enfermo
данный	the	die	la	la
кстати	by the way	übrigens	à propos	a propósito
назвать	call	Anruf	appel	llamada
след	track	Markierung	marque	marca
улыбаться	smile	Lächeln	sourire	sonrisa
бутылка	bottle	Flasche	bouteille	botella
трудно	difficult	schwierig	difficile	difícil
условие	condition	Zustand	condition	condición
прежде	before	vor	avant	antes
ум	mind	Geist	esprit	mente
улыбнуться	smile	Lächeln	sourire	sonrisa
процесс	process	Prozess	processus	proceso
картина	picture	Bild	image	imagen
вместо	instead	statt	au lieu de	en vez de
старший	older	Senior	supérieur	mayor
центр	Centre	Zentrum	centre	centro
подобный	like	wie	comme	como
возможно	perhaps	möglicherweise	peut-être	probablemente
около	about	über	sur	acerca de
смеяться	laugh	Lachen	rire	risa
сто	hundred	hundert	cent	ciento
будущее	future	die Zukunft	l'avenir	el futuro
хватать	suffice	genügen	suffire	baste
число	number	Anzahl	nombre	número
всякое	all	alle	tous	todos
рубль	ruble	Rubel	rouble	rublo
почувствовать	feel	fühlen	sentir	sentir
принести	bring	bringen	apporter	llevar
вера	Vera	Glauben	foi	fe
вовсе	all	alle	tous	todos
удар	hit	Schlag	coup	golpe
телефон	phone	Telefon	téléphone	teléfono
колено	knee	Knie	genou	rodilla
согласиться	accept	akzeptieren	accepter	aceptar
коридор	corridor	Flur	couloir	corredor
мужик	muzhik	Muschik	moujik	mujik
правый	right	Recht	droit	derecho
автор	author	Autor	auteur	autor
холодно	cold	kalt	froidement	fríamente
хватить	suffice	genügen	suffire	baste
многие	many	viele	beaucoup	muchos
встреча	a meeting	treffen	réunion	reunión
кабинет	cabinet	Schrank	cabinet	gabinete
документ	document	Dokument	document	documento
самолет	aircraft	Flugzeug	avion	avión
вниз	down	nach unten	vers le bas	abajo
принимать	accept	nehmen	prendre	tomar
игра	a game	Spiel	jeu	juego
рассказ	story	Geschichte	histoire	historia
хлеб	bread	Brot	pain	pan
развитие	development	Entwicklung	développement	desarrollo
убить	kill	töten	tuer	matar
родной	native	Einheimische	indigène	nativo
открытыйоткрыто	открыто	otkrytyyotkryto	otkrytyyotkryto	otkrytyyotkryto
менее	less	weniger	moins	menos
предложить	offer	vorschlagen	proposer	proponer
желтый	yellow	gelb	jaune	amarillo
приходиться	fall	fallen	tomber	caer
выпить	drink	Getränk	boisson	bebida
крикнуть	cry	Schrei	cri	grito
трубка	a tube	Rohr	tube	tubo
враг	enemy	Feind	ennemi	enemigo
показывать	show	Show	show	espectáculo
двое	two	zwei	deux	dos
доктор	doctor	Arzt	médecin	médico
ладонь	palm	Palme	paume	palma
вызвать	cause	Ursache	cause	causa
спокойно	quietly	ruhig	tranquillement	silenciosamente
попросить	ask	fragen	demander	preguntar
наука	the science	Wissenschaft	science	ciencia
лейтенант	lieutenant	Lt.	Lt.	Lt.
служба	service	Büro	bureau	oficina
оказываться	prove	beweisen	prouver	demostrar
привести	lead	führen	conduire	conducir
сорок	forty	vierzig	quarante	cuarenta
счет	score	Rechnung	projet de loi	proyecto de ley
возвращаться	return	Rückkehr	retour	retorno
золотой	gold	Gold	or	oro
местный	local	lokal	local	local
кухня	kitchen	Küche	cuisine	cocina
крупный	large	groß	grand	grande
решение	decision	Entscheidung	décision	decisión
молодая	young	jung	jeune	joven
тридцать	thirty	dreißig	trente	treinta
роман	novel	Roman	roman	novela
требовать	require	Nachfrage	demande	demanda
компания	company	Unternehmen	société	empresa
частый	frequent	häufig	fréquent	frecuente
российский	Russian	Russisch	russe	ruso
рабочий	working	arbeiten	travail	laboral
потерять	lose	verlieren	perdre	perder
течение	flow	Kurs	cours	curso
синий	blue	blau	bleu	azul
столько	so many	soviel	beaucoup	tanto
теплый	warm	warm	chaud	cálido
метр	meter	Meter	mètre	metro
достать	get	erhalten	obtenir	obtener
железный	iron	Eisen	fer	hierro
институт	Institute of	Institut für	Institute of	Instituto de
сообщить	to report	Bericht	rapport	informe
интерес	interest	Interesse	intérêt	interés
обычный	normal	gewöhnlich	ordinaire	ordinario
появляться	appear	erscheinen	apparaître	aparecer
упасть	fall	fallen	tomber	caer
остальной	rest	Rest	reste	resto
половина	half	Hälfte	moitié	mitad
московский	Moscow	Moskau	Moscou	Moscú
шесть	six	sechs	six	seis
получиться	get	erhalten	obtenir	obtener
качество	quality	Qualität	qualité	calidad
бой	the battle	Kampf	lutte	lucha
шея	neck	Hals	cou	cuello
вон	out	out	dehors	fuera
идея	idea	Idee	idée	idea
видимо	apparently	offenbar	apparemment	aparentemente
достаточно	enough	genug	assez	suficiente
провести	conduct	halten	tenir	mantener
важно	important	wichtig	important	importante
трава	grass	Gras	herbe	hierba
дед	grandfather	Großvater	grand-père	abuelo
сознание	consciousness	Bewusstsein	conscience	conocimiento
родитель	parent	Elternteil	mère	padre
простить	to forgive	zu vergeben	de pardonner	perdonar
бить	beat	schlagen	battre	batir
чай	tea	Tee	thé	té
поздний	late	spät	tard	tarde
кивнуть	nod	Nicken	hochement	inclinación de cabeza
род	kind	Art	genre	especie
исчезнуть	disappear	verschwinden	disparaître	desaparecer
тонкий	thin	dünn	mince	delgado
немецкий	German	Deutsch	allemand	alemán
звук	sound	klingen	son	sonar
отдать	pay	zahlen	payer	pagar
магазин	score	Geschäft	boutique	tienda
президент	the president	Präsident	président	presidente
поэт	poet	Dichter	poète	poeta
спасибо	Thank you	Vielen Dank	merci	gracias
болезнь	disease	Krankheit	maladie	enfermedad
событие	event	Ereignis	événement	evento
помочь	help	Hilfe	aider	ayudar
кожа	leather	Leder	cuir	cuero
лист	sheet	Blatt	feuille	hoja
слать	send	senden	envoyer	enviar
вспоминать	remember	merken	se souvenir	recordar
прекрасный	beautiful	schön	beau	hermoso
слеза	a tear	reißen	déchirer	rasgar
надежда	hope	Hoffnung	espérer	esperanza
молча	silently	leise	silencieusement	silenciosamente
сильно	strong	stark	fortement	fuertemente
верныйверно	vernyyverno	vernyyverno	vernyyverno	vernyyverno
литература	literature	Literatur	littérature	literatura
оружие	weapon	Waffe	arme	arma
готовый	ready	bereit	prêt	listo
запах	smell	Geruch	odeur	olor
неожиданно	suddenly	unerwartet	à l'improviste	inesperadamente
вчера	yesterday	gestern	hier	ayer
вздохнуть	breathe	atmen	respirer	respirar
роль	role	Rolle	rôle	papel
рост	growth	Wachstum	croissance	crecimiento
природа	nature	Die Natur	nature	naturaleza
политический	political	politisch	politique	político
точка	dot	Punkt	point	punto
звезда	star	Stern	star	estrella
петь	sing	singen	chanter	cantar
садиться	sit down	hinsetzen	asseoir	sentarse
фамилия	surname	Nachname	nom de famille	apellido
характер	character	Zeichen	caractère	carácter
пожалуйста	you are welcome	bitte	s'il vous plaît	por favor
выше	higher	höher	supérieur	mayor
офицер	Officer	Offizier	officier	oficial
толпа	crowd	Menschenmenge	foule	multitud
перестать	stop	stoppen	arrêter	detener
придтись	to come	kommen	à venir	venir
уровень	level	Ebene	niveau	nivel
неизвестный	unknown	unbekannt	inconnu	desconocido
кресло	armchair	Stuhl	chaise	silla
